period_date,year,quarter,year_quarter,us_state,remittances_musd
2017-07-01,2017,3,2017Q3,California,2280.446295
2017-07-01,2017,3,2017Q3,Carolina Del Norte,201.141819
2017-07-01,2017,3,2017Q3,Carolina Del Sur,81.577554
2017-07-01,2017,3,2017Q3,Colorado,188.22113
2017-07-01,2017,3,2017Q3,Connecticut,21.399238
2017-07-01,2017,3,2017Q3,Dakota Del Norte,19.674369
2017-07-01,2017,3,2017Q3,Dakota Del Sur,9.24783
2017-07-01,2017,3,2017Q3,Delaware,12.991123
2017-07-01,2017,3,2017Q3,Florida,271.726256
2017-07-01,2017,3,2017Q3,Georgia,273.8043
2017-07-01,2017,3,2017Q3,Hawaii,8.363876
2017-07-01,2017,3,2017Q3,Idaho,32.859548
2017-07-01,2017,3,2017Q3,Illinois,371.798906
2017-07-01,2017,3,2017Q3,Indiana,82.455799
2017-07-01,2017,3,2017Q3,Iowa,36.603016
2017-07-01,2017,3,2017Q3,Kansas,52.634709
2017-07-01,2017,3,2017Q3,Kentucky,52.396032
2017-07-01,2017,3,2017Q3,Louisiana,101.665735
2017-07-01,2017,3,2017Q3,Maine,2.346407
2017-07-01,2017,3,2017Q3,Maryland,47.689308
2017-07-01,2017,3,2017Q3,Massachusetts,22.714778
2017-07-01,2017,3,2017Q3,Michigan,92.052785
2017-07-01,2017,3,2017Q3,Minnesota,141.695569
2017-07-01,2017,3,2017Q3,Mississipi,32.483011
2017-07-01,2017,3,2017Q3,Misuri,56.786229
2017-07-01,2017,3,2017Q3,Montana,6.086853
2017-07-01,2017,3,2017Q3,Nebraska,40.912967
2017-07-01,2017,3,2017Q3,Nevada,82.812142
2017-07-01,2017,3,2017Q3,No Identificado,59.550236
2017-07-01,2017,3,2017Q3,Nueva Jersey,113.95704
2017-07-01,2017,3,2017Q3,Nueva York,267.289685
2017-07-01,2017,3,2017Q3,Nuevo Hampshire,5.697253
2017-07-01,2017,3,2017Q3,Nuevo Mexico,42.710532
2017-07-01,2017,3,2017Q3,Ohio,66.140927
2017-07-01,2017,3,2017Q3,Oklahoma,65.07853
2017-07-01,2017,3,2017Q3,Oregon,82.225017
2017-07-01,2017,3,2017Q3,Pensilvania,72.339984
2017-07-01,2017,3,2017Q3,Puerto Rico,3.015117
2017-07-01,2017,3,2017Q3,Rhode Island,5.124867
2017-07-01,2017,3,2017Q3,Tennessee,127.81132
2017-07-01,2017,3,2017Q3,Texas,1148.645744
2017-07-01,2017,3,2017Q3,Utah,55.355821
2017-07-01,2017,3,2017Q3,Vermont,5.701031
2017-07-01,2017,3,2017Q3,Virginia,100.086987
2017-07-01,2017,3,2017Q3,Washington,199.099284
2017-07-01,2017,3,2017Q3,"Washington, D.c.",2.924023
2017-07-01,2017,3,2017Q3,West Virginia,6.91179
2017-07-01,2017,3,2017Q3,Wisconsin,80.142154
2017-07-01,2017,3,2017Q3,Wyoming,12.592097
2017-10-01,2017,4,2017Q4,Alabama,64.325579
2017-10-01,2017,4,2017Q4,Alaska,9.488539
2017-10-01,2017,4,2017Q4,Arizona,188.188437
2017-10-01,2017,4,2017Q4,Arkansas,59.279773
2017-10-01,2017,4,2017Q4,California,2400.885972
2017-10-01,2017,4,2017Q4,Carolina Del Norte,189.199884
2017-10-01,2017,4,2017Q4,Carolina Del Sur,82.485487
2017-10-01,2017,4,2017Q4,Colorado,208.171143
2017-10-01,2017,4,2017Q4,Connecticut,21.138805
2017-10-01,2017,4,2017Q4,Dakota Del Norte,20.102363
2017-10-01,2017,4,2017Q4,Dakota Del Sur,9.572168
2017-10-01,2017,4,2017Q4,Delaware,12.141742
2017-10-01,2017,4,2017Q4,Florida,304.711625
2017-10-01,2017,4,2017Q4,Georgia,283.249074
2017-10-01,2017,4,2017Q4,Hawaii,8.760249
2017-10-01,2017,4,2017Q4,Idaho,32.908432
2017-10-01,2017,4,2017Q4,Illinois,377.072606
2017-10-01,2017,4,2017Q4,Indiana,82.46696
2017-10-01,2017,4,2017Q4,Iowa,36.88569
2017-10-01,2017,4,2017Q4,Kansas,54.543587
2017-10-01,2017,4,2017Q4,Kentucky,53.73309
2017-10-01,2017,4,2017Q4,Louisiana,109.059844
2017-10-01,2017,4,2017Q4,Maine,2.050253
2017-10-01,2017,4,2017Q4,Maryland,47.297099
2017-10-01,2017,4,2017Q4,Massachusetts,23.230037
2017-10-01,2017,4,2017Q4,Michigan,87.204032
2017-10-01,2017,4,2017Q4,Minnesota,149.456052
2017-10-01,2017,4,2017Q4,Mississipi,33.964049
2017-10-01,2017,4,2017Q4,Misuri,56.622688
2017-10-01,2017,4,2017Q4,Montana,6.086946
2017-10-01,2017,4,2017Q4,Nebraska,41.944982
2017-10-01,2017,4,2017Q4,Nevada,82.939716
2017-10-01,2017,4,2017Q4,No Identificado,59.662716
2017-10-01,2017,4,2017Q4,Nueva Jersey,111.46194
2017-10-01,2017,4,2017Q4,Nueva York,275.614692
2017-10-01,2017,4,2017Q4,Nuevo Hampshire,5.798066
2017-10-01,2017,4,2017Q4,Nuevo Mexico,44.263247
2017-10-01,2017,4,2017Q4,Ohio,64.548551
2017-10-01,2017,4,2017Q4,Oklahoma,65.641272
2017-10-01,2017,4,2017Q4,Oregon,84.780686
2017-10-01,2017,4,2017Q4,Pensilvania,72.961859
2017-10-01,2017,4,2017Q4,Puerto Rico,3.116124
2017-10-01,2017,4,2017Q4,Rhode Island,5.17811
2017-10-01,2017,4,2017Q4,Tennessee,128.762856
2017-10-01,2017,4,2017Q4,Texas,1205.704468
2017-10-01,2017,4,2017Q4,Utah,58.636874
2017-10-01,2017,4,2017Q4,Vermont,5.868775
2017-10-01,2017,4,2017Q4,Virginia,98.559576
2017-10-01,2017,4,2017Q4,Washington,179.859363
2017-10-01,2017,4,2017Q4,"Washington, D.c.",2.992246
2017-10-01,2017,4,2017Q4,West Virginia,6.914766
2017-10-01,2017,4,2017Q4,Wisconsin,83.012241
2017-10-01,2017,4,2017Q4,Wyoming,12.185746
2018-01-01,2018,1,2018Q1,Alabama,54.249835
2018-01-01,2018,1,2018Q1,Alaska,7.803983
2018-01-01,2018,1,2018Q1,Arizona,202.951076
2018-01-01,2018,1,2018Q1,Arkansas,49.999713
2018-01-01,2018,1,2018Q1,California,2192.741974
2018-01-01,2018,1,2018Q1,Carolina Del Norte,152.823588
2018-01-01,2018,1,2018Q1,Carolina Del Sur,75.763563
2018-01-01,2018,1,2018Q1,Colorado,185.63808
2018-01-01,2018,1,2018Q1,Connecticut,17.348561
2018-01-01,2018,1,2018Q1,Dakota Del Norte,14.249115
2018-01-01,2018,1,2018Q1,Dakota Del Sur,7.179312
2018-01-01,2018,1,2018Q1,Delaware,10.154019
2018-01-01,2018,1,2018Q1,Florida,297.80808
2018-01-01,2018,1,2018Q1,Georgia,240.666322
2018-01-01,2018,1,2018Q1,Hawaii,7.379232
2018-01-01,2018,1,2018Q1,Idaho,23.933903
2018-01-01,2018,1,2018Q1,Illinois,308.756958
2018-01-01,2018,1,2018Q1,Indiana,73.787679
2018-01-01,2018,1,2018Q1,Iowa,30.930607
2018-01-01,2018,1,2018Q1,Kansas,47.365565
2018-01-01,2018,1,2018Q1,Kentucky,38.297131
2018-01-01,2018,1,2018Q1,Louisiana,83.390448
2018-01-01,2018,1,2018Q1,Maine,2.287192
2018-01-01,2018,1,2018Q1,Maryland,32.795282
2018-01-01,2018,1,2018Q1,Massachusetts,18.704926
2018-01-01,2018,1,2018Q1,Michigan,73.462739
2018-01-01,2018,1,2018Q1,Minnesota,179.637284
2018-01-01,2018,1,2018Q1,Mississipi,23.175765
2018-01-01,2018,1,2018Q1,Misuri,45.297222
2018-01-01,2018,1,2018Q1,Montana,5.237009
2018-01-01,2018,1,2018Q1,Nebraska,31.252517
2018-01-01,2018,1,2018Q1,Nevada,79.851418
2018-01-01,2018,1,2018Q1,No Identificado,78.650159
2018-01-01,2018,1,2018Q1,Nueva Jersey,95.056166
2018-01-01,2018,1,2018Q1,Nueva York,229.961948
2018-01-01,2018,1,2018Q1,Nuevo Hampshire,5.59552
2018-01-01,2018,1,2018Q1,Nuevo Mexico,46.625341
2018-01-01,2018,1,2018Q1,Ohio,53.713856
2018-01-01,2018,1,2018Q1,Oklahoma,57.935195
2018-01-01,2018,1,2018Q1,Oregon,71.359514
2018-01-01,2018,1,2018Q1,Pensilvania,55.359599
2018-01-01,2018,1,2018Q1,Puerto Rico,2.471987
2018-01-01,2018,1,2018Q1,Rhode Island,3.653454
2018-01-01,2018,1,2018Q1,Tennessee,111.477984
2018-01-01,2018,1,2018Q1,Texas,1134.258728
2018-01-01,2018,1,2018Q1,Utah,54.330344
2018-01-01,2018,1,2018Q1,Vermont,6.880475
2018-01-01,2018,1,2018Q1,Virginia,80.343102
2018-01-01,2018,1,2018Q1,Washington,146.026902
2018-01-01,2018,1,2018Q1,"Washington, D.c.",2.915742
2018-01-01,2018,1,2018Q1,West Virginia,7.257748
2018-01-01,2018,1,2018Q1,Wisconsin,76.34476
2018-01-01,2018,1,2018Q1,Wyoming,10.422132
2018-04-01,2018,2,2018Q2,Alabama,77.165406
2018-04-01,2018,2,2018Q2,Alaska,10.275021
2018-04-01,2018,2,2018Q2,Arizona,222.536058
2018-04-01,2018,2,2018Q2,Arkansas,61.862848
2018-04-01,2018,2,2018Q2,California,2746.761318
2018-04-01,2018,2,2018Q2,Carolina Del Norte,215.559184
2018-04-01,2018,2,2018Q2,Carolina Del Sur,99.330643
2018-04-01,2018,2,2018Q2,Colorado,234.650056
2018-04-01,2018,2,2018Q2,Connecticut,23.710171
2018-04-01,2018,2,2018Q2,Dakota Del Norte,22.745435
2018-04-01,2018,2,2018Q2,Dakota Del Sur,10.578358
2018-04-01,2018,2,2018Q2,Delaware,14.358573
2018-04-01,2018,2,2018Q2,Florida,362.035777
2018-04-01,2018,2,2018Q2,Georgia,338.108799
2018-04-01,2018,2,2018Q2,Hawaii,9.759098
2018-04-01,2018,2,2018Q2,Idaho,38.395939
2018-04-01,2018,2,2018Q2,Illinois,414.74915
2018-04-01,2018,2,2018Q2,Indiana,99.598876
2018-04-01,2018,2,2018Q2,Iowa,43.504632
2018-04-01,2018,2,2018Q2,Kansas,62.045387
2018-04-01,2018,2,2018Q2,Kentucky,53.098281
2018-04-01,2018,2,2018Q2,Louisiana,123.854607
2018-04-01,2018,2,2018Q2,Maine,2.171254
2018-04-01,2018,2,2018Q2,Maryland,55.191882
2018-04-01,2018,2,2018Q2,Massachusetts,26.761809
2018-04-01,2018,2,2018Q2,Michigan,98.634035
2018-04-01,2018,2,2018Q2,Minnesota,181.931853
2018-04-01,2018,2,2018Q2,Mississipi,38.649039
2018-04-01,2018,2,2018Q2,Misuri,65.673074
2018-04-01,2018,2,2018Q2,Montana,6.540262
2018-04-01,2018,2,2018Q2,Nebraska,46.666135
2018-04-01,2018,2,2018Q2,Nevada,97.55933
2018-04-01,2018,2,2018Q2,No Identificado,39.490556
2018-04-01,2018,2,2018Q2,Nueva Jersey,169.045295
2018-04-01,2018,2,2018Q2,Nueva York,312.471313
2018-04-01,2018,2,2018Q2,Nuevo Hampshire,6.382495
2018-04-01,2018,2,2018Q2,Nuevo Mexico,54.359944
2018-04-01,2018,2,2018Q2,Ohio,75.742088
2018-04-01,2018,2,2018Q2,Oklahoma,76.754852
2018-04-01,2018,2,2018Q2,Oregon,93.642043
2018-04-01,2018,2,2018Q2,Pensilvania,80.861752
2018-04-01,2018,2,2018Q2,Puerto Rico,3.633487
2018-04-01,2018,2,2018Q2,Rhode Island,5.965774
2018-04-01,2018,2,2018Q2,Tennessee,148.991957
2018-04-01,2018,2,2018Q2,Texas,1385.290434
2018-04-01,2018,2,2018Q2,Utah,69.18264
2018-04-01,2018,2,2018Q2,Vermont,6.631749
2018-04-01,2018,2,2018Q2,Virginia,113.885697
2018-04-01,2018,2,2018Q2,Washington,206.433003
2018-04-01,2018,2,2018Q2,"Washington, D.c.",4.928316
2018-04-01,2018,2,2018Q2,West Virginia,7.765881
2018-04-01,2018,2,2018Q2,Wisconsin,97.577255
2018-04-01,2018,2,2018Q2,Wyoming,13.631172
2018-07-01,2018,3,2018Q3,Alabama,68.753175
2018-07-01,2018,3,2018Q3,Alaska,9.987727
2018-07-01,2018,3,2018Q3,Arizona,212.163276
2018-07-01,2018,3,2018Q3,Arkansas,53.259579
2018-07-01,2018,3,2018Q3,California,2486.378865
2018-07-01,2018,3,2018Q3,Carolina Del Norte,209.341634
2018-07-01,2018,3,2018Q3,Carolina Del Sur,89.368269
2018-07-01,2018,3,2018Q3,Colorado,239.709441
2018-07-01,2018,3,2018Q3,Connecticut,21.944536
2018-07-01,2018,3,2018Q3,Dakota Del Norte,21.797999
2018-07-01,2018,3,2018Q3,Dakota Del Sur,10.631304
2018-07-01,2018,3,2018Q3,Delaware,13.531079
2018-07-01,2018,3,2018Q3,Florida,307.932848
2018-07-01,2018,3,2018Q3,Georgia,303.169686
2018-07-01,2018,3,2018Q3,Hawaii,9.042293
2018-07-01,2018,3,2018Q3,Idaho,37.577114
2018-07-01,2018,3,2018Q3,Illinois,372.666426
2018-07-01,2018,3,2018Q3,Indiana,92.393741
2018-07-01,2018,3,2018Q3,Iowa,41.426629
2018-07-01,2018,3,2018Q3,Kansas,56.253468
2018-07-01,2018,3,2018Q3,Kentucky,55.640182
2018-07-01,2018,3,2018Q3,Louisiana,112.86594
2018-07-01,2018,3,2018Q3,Maine,2.439036
2018-07-01,2018,3,2018Q3,Maryland,50.901856
2018-07-01,2018,3,2018Q3,Massachusetts,25.227034
2018-07-01,2018,3,2018Q3,Michigan,102.687514
2018-07-01,2018,3,2018Q3,Minnesota,171.585992
2018-07-01,2018,3,2018Q3,Mississipi,34.846878
2018-07-01,2018,3,2018Q3,Misuri,60.31727
2018-07-01,2018,3,2018Q3,Montana,6.204911
2018-07-01,2018,3,2018Q3,Nebraska,43.269008
2018-07-01,2018,3,2018Q3,Nevada,89.177917
2018-07-01,2018,3,2018Q3,No Identificado,35.734002
2018-07-01,2018,3,2018Q3,Nueva Jersey,148.337955
2018-07-01,2018,3,2018Q3,Nueva York,287.468949
2018-07-01,2018,3,2018Q3,Nuevo Hampshire,6.005593
2018-07-01,2018,3,2018Q3,Nuevo Mexico,51.510996
2018-07-01,2018,3,2018Q3,Ohio,72.632295
2018-07-01,2018,3,2018Q3,Oklahoma,70.408783
2018-07-01,2018,3,2018Q3,Oregon,93.052744
2018-07-01,2018,3,2018Q3,Pensilvania,75.570733
2018-07-01,2018,3,2018Q3,Puerto Rico,3.325411
2018-07-01,2018,3,2018Q3,Rhode Island,5.534048
2018-07-01,2018,3,2018Q3,Tennessee,143.169152
2018-07-01,2018,3,2018Q3,Texas,1249.198042
2018-07-01,2018,3,2018Q3,Utah,63.702794
2018-07-01,2018,3,2018Q3,Vermont,6.229807
2018-07-01,2018,3,2018Q3,Virginia,108.393063
2018-07-01,2018,3,2018Q3,Washington,217.068573
2018-07-01,2018,3,2018Q3,"Washington, D.c.",5.643459
2018-07-01,2018,3,2018Q3,West Virginia,7.936191
2018-07-01,2018,3,2018Q3,Wisconsin,90.012926
2018-07-01,2018,3,2018Q3,Wyoming,13.169198
2018-10-01,2018,4,2018Q4,Alabama,72.487999
2018-10-01,2018,4,2018Q4,Alaska,10.035138
2018-10-01,2018,4,2018Q4,Arizona,215.720905
2018-10-01,2018,4,2018Q4,Arkansas,55.53419
2018-10-01,2018,4,2018Q4,California,2694.387666
2018-10-01,2018,4,2018Q4,Carolina Del Norte,205.512771
2018-10-01,2018,4,2018Q4,Carolina Del Sur,90.088859
2018-10-01,2018,4,2018Q4,Colorado,237.996186
2018-10-01,2018,4,2018Q4,Connecticut,22.599317
2018-10-01,2018,4,2018Q4,Dakota Del Norte,23.089284
2018-10-01,2018,4,2018Q4,Dakota Del Sur,11.240993
2018-10-01,2018,4,2018Q4,Delaware,13.21167
2018-10-01,2018,4,2018Q4,Florida,335.913575
2018-10-01,2018,4,2018Q4,Georgia,317.725375
2018-10-01,2018,4,2018Q4,Hawaii,9.704719
2018-10-01,2018,4,2018Q4,Idaho,38.981033
2018-10-01,2018,4,2018Q4,Illinois,404.145813
2018-10-01,2018,4,2018Q4,Indiana,95.35984
2018-10-01,2018,4,2018Q4,Iowa,42.235685
2018-10-01,2018,4,2018Q4,Kansas,59.421718
2018-10-01,2018,4,2018Q4,Kentucky,58.175659
2018-10-01,2018,4,2018Q4,Louisiana,121.419866
2018-10-01,2018,4,2018Q4,Maine,2.216695
2018-10-01,2018,4,2018Q4,Maryland,52.81961
2018-10-01,2018,4,2018Q4,Massachusetts,26.633109
2018-10-01,2018,4,2018Q4,Michigan,100.392125
2018-10-01,2018,4,2018Q4,Minnesota,174.969251
2018-10-01,2018,4,2018Q4,Mississipi,37.116607
2018-10-01,2018,4,2018Q4,Misuri,62.375092
2018-10-01,2018,4,2018Q4,Montana,6.369041
2018-10-01,2018,4,2018Q4,Nebraska,45.876829
2018-10-01,2018,4,2018Q4,Nevada,92.102602
2018-10-01,2018,4,2018Q4,No Identificado,73.157552
2018-10-01,2018,4,2018Q4,Nueva Jersey,143.531702
2018-10-01,2018,4,2018Q4,Nueva York,308.444058
2018-10-01,2018,4,2018Q4,Nuevo Hampshire,6.437975
2018-10-01,2018,4,2018Q4,Nuevo Mexico,54.027465
2018-10-01,2018,4,2018Q4,Ohio,73.684098
2018-10-01,2018,4,2018Q4,Oklahoma,72.927745
2018-10-01,2018,4,2018Q4,Oregon,98.50284
2018-10-01,2018,4,2018Q4,Pensilvania,79.799403
2018-10-01,2018,4,2018Q4,Puerto Rico,3.546823
2018-10-01,2018,4,2018Q4,Rhode Island,5.788506
2018-10-01,2018,4,2018Q4,Tennessee,143.840054
2018-10-01,2018,4,2018Q4,Texas,1325.092604
2018-10-01,2018,4,2018Q4,Utah,69.10553
2018-10-01,2018,4,2018Q4,Vermont,6.584625
2018-10-01,2018,4,2018Q4,Virginia,109.901109
2018-10-01,2018,4,2018Q4,Washington,197.870872
2018-10-01,2018,4,2018Q4,"Washington, D.c.",3.388361
2018-10-01,2018,4,2018Q4,West Virginia,8.12695
2018-10-01,2018,4,2018Q4,Wisconsin,96.121079
2018-10-01,2018,4,2018Q4,Wyoming,12.900471
2019-01-01,2019,1,2019Q1,Alabama,68.124893
2019-01-01,2019,1,2019Q1,Alaska,10.132788
2019-01-01,2019,1,2019Q1,Arizona,209.526865
2019-01-01,2019,1,2019Q1,Arkansas,50.131746
2019-01-01,2019,1,2019Q1,California,2406.021833
2019-01-01,2019,1,2019Q1,Carolina Del Norte,178.095172
2019-01-01,2019,1,2019Q1,Carolina Del Sur,82.983482
2019-01-01,2019,1,2019Q1,Colorado,210.513121
2019-01-01,2019,1,2019Q1,Connecticut,19.993498
2019-01-01,2019,1,2019Q1,Dakota Del Norte,21.313242
2019-01-01,2019,1,2019Q1,Dakota Del Sur,9.456781
2019-01-01,2019,1,2019Q1,Delaware,11.491626
2019-01-01,2019,1,2019Q1,Florida,326.313094
2019-01-01,2019,1,2019Q1,Georgia,288.866091
2019-01-01,2019,1,2019Q1,Hawaii,8.848335
2019-01-01,2019,1,2019Q1,Idaho,27.050607
2019-01-01,2019,1,2019Q1,Illinois,370.705084
2019-01-01,2019,1,2019Q1,Indiana,82.436842
2019-01-01,2019,1,2019Q1,Iowa,35.774371
2019-01-01,2019,1,2019Q1,Kansas,53.278371
2019-01-01,2019,1,2019Q1,Kentucky,42.379313
2019-01-01,2019,1,2019Q1,Louisiana,107.805294
2019-01-01,2019,1,2019Q1,Maine,1.950612
2019-01-01,2019,1,2019Q1,Maryland,45.14248
2019-01-01,2019,1,2019Q1,Massachusetts,24.228342
2019-01-01,2019,1,2019Q1,Michigan,84.904459
2019-01-01,2019,1,2019Q1,Minnesota,153.658991
2019-01-01,2019,1,2019Q1,Mississipi,31.755153
2019-01-01,2019,1,2019Q1,Misuri,52.917161
2019-01-01,2019,1,2019Q1,Montana,5.799348
2019-01-01,2019,1,2019Q1,Nebraska,40.837615
2019-01-01,2019,1,2019Q1,Nevada,84.592661
2019-01-01,2019,1,2019Q1,No Identificado,29.688536
2019-01-01,2019,1,2019Q1,Nueva Jersey,128.396851
2019-01-01,2019,1,2019Q1,Nueva York,277.852676
2019-01-01,2019,1,2019Q1,Nuevo Hampshire,5.689315
2019-01-01,2019,1,2019Q1,Nuevo Mexico,51.823904
2019-01-01,2019,1,2019Q1,Ohio,62.782269
2019-01-01,2019,1,2019Q1,Oklahoma,65.967176
2019-01-01,2019,1,2019Q1,Oregon,76.556865
2019-01-01,2019,1,2019Q1,Pensilvania,69.557927
2019-01-01,2019,1,2019Q1,Puerto Rico,3.283713
2019-01-01,2019,1,2019Q1,Rhode Island,5.189933
2019-01-01,2019,1,2019Q1,Tennessee,127.464057
2019-01-01,2019,1,2019Q1,Texas,1223.160694
2019-01-01,2019,1,2019Q1,Utah,59.382006
2019-01-01,2019,1,2019Q1,Vermont,6.050892
2019-01-01,2019,1,2019Q1,Virginia,96.433057
2019-01-01,2019,1,2019Q1,Washington,148.49881
2019-01-01,2019,1,2019Q1,"Washington, D.c.",3.199938
2019-01-01,2019,1,2019Q1,West Virginia,7.042959
2019-01-01,2019,1,2019Q1,Wisconsin,86.342647
2019-01-01,2019,1,2019Q1,Wyoming,11.801486
2019-04-01,2019,2,2019Q2,Alabama,81.209295
2019-04-01,2019,2,2019Q2,Alaska,11.657902
2019-04-01,2019,2,2019Q2,Arizona,244.739707
2019-04-01,2019,2,2019Q2,Arkansas,60.488789
2019-04-01,2019,2,2019Q2,California,2827.298892
2019-04-01,2019,2,2019Q2,Carolina Del Norte,230.955711
2019-04-01,2019,2,2019Q2,Carolina Del Sur,103.982783
2019-04-01,2019,2,2019Q2,Colorado,277.903324
2019-04-01,2019,2,2019Q2,Connecticut,24.074354
2019-04-01,2019,2,2019Q2,Dakota Del Norte,24.704258
2019-04-01,2019,2,2019Q2,Dakota Del Sur,11.580244
2019-04-01,2019,2,2019Q2,Delaware,14.894837
2019-04-01,2019,2,2019Q2,Florida,373.142942
2019-04-01,2019,2,2019Q2,Georgia,358.683849
2019-04-01,2019,2,2019Q2,Hawaii,10.381283
2019-04-01,2019,2,2019Q2,Idaho,41.155361
2019-04-01,2019,2,2019Q2,Illinois,419.184247
2019-04-01,2019,2,2019Q2,Indiana,99.837331
2019-04-01,2019,2,2019Q2,Iowa,43.549568
2019-04-01,2019,2,2019Q2,Kansas,64.705402
2019-04-01,2019,2,2019Q2,Kentucky,55.453055
2019-04-01,2019,2,2019Q2,Louisiana,130.320546
2019-04-01,2019,2,2019Q2,Maine,2.37522
2019-04-01,2019,2,2019Q2,Maryland,56.790167
2019-04-01,2019,2,2019Q2,Massachusetts,29.263413
2019-04-01,2019,2,2019Q2,Michigan,106.141437
2019-04-01,2019,2,2019Q2,Minnesota,181.478665
2019-04-01,2019,2,2019Q2,Mississipi,40.378768
2019-04-01,2019,2,2019Q2,Misuri,67.47672
2019-04-01,2019,2,2019Q2,Montana,7.415914
2019-04-01,2019,2,2019Q2,Nebraska,49.915774
2019-04-01,2019,2,2019Q2,Nevada,100.091321
2019-04-01,2019,2,2019Q2,No Identificado,36.677212
2019-04-01,2019,2,2019Q2,Nueva Jersey,156.322215
2019-04-01,2019,2,2019Q2,Nueva York,327.78112
2019-04-01,2019,2,2019Q2,Nuevo Hampshire,7.159287
2019-04-01,2019,2,2019Q2,Nuevo Mexico,61.920261000000004
2019-04-01,2019,2,2019Q2,Ohio,82.872433
2019-04-01,2019,2,2019Q2,Oklahoma,78.050264
2019-04-01,2019,2,2019Q2,Oregon,94.445563
2019-04-01,2019,2,2019Q2,Pensilvania,85.988079
2019-04-01,2019,2,2019Q2,Puerto Rico,3.843548
2019-04-01,2019,2,2019Q2,Rhode Island,6.386008
2019-04-01,2019,2,2019Q2,Tennessee,156.81985
2019-04-01,2019,2,2019Q2,Texas,1441.262892
2019-04-01,2019,2,2019Q2,Utah,72.786781
2019-04-01,2019,2,2019Q2,Vermont,7.243697
2019-04-01,2019,2,2019Q2,Virginia,119.684424
2019-04-01,2019,2,2019Q2,Washington,204.964141
2019-04-01,2019,2,2019Q2,"Washington, D.c.",3.745505
2019-04-01,2019,2,2019Q2,West Virginia,8.7129
2019-04-01,2019,2,2019Q2,Wisconsin,98.920319
2019-04-01,2019,2,2019Q2,Wyoming,13.754165
2019-07-01,2019,3,2019Q3,Alabama,69.520349
2019-07-01,2019,3,2019Q3,Alaska,17.756014
2019-07-01,2019,3,2019Q3,Arizona,271.258053
2019-07-01,2019,3,2019Q3,Arkansas,62.816524
2019-07-01,2019,3,2019Q3,California,2867.209861
2019-07-01,2019,3,2019Q3,Carolina Del Norte,254.205356
2019-07-01,2019,3,2019Q3,Carolina Del Sur,97.731504
2019-07-01,2019,3,2019Q3,Colorado,299.92656
2019-07-01,2019,3,2019Q3,Connecticut,22.291609
2019-07-01,2019,3,2019Q3,Dakota Del Norte,50.570161
2019-07-01,2019,3,2019Q3,Dakota Del Sur,13.920018
2019-07-01,2019,3,2019Q3,Delaware,15.054531
2019-07-01,2019,3,2019Q3,Florida,345.166358
2019-07-01,2019,3,2019Q3,Georgia,309.042131
2019-07-01,2019,3,2019Q3,Hawaii,7.833772
2019-07-01,2019,3,2019Q3,Idaho,48.933954
2019-07-01,2019,3,2019Q3,Illinois,384.979072
2019-07-01,2019,3,2019Q3,Indiana,106.373115
2019-07-01,2019,3,2019Q3,Iowa,50.327797
2019-07-01,2019,3,2019Q3,Kansas,67.72075
2019-07-01,2019,3,2019Q3,Kentucky,70.865407
2019-07-01,2019,3,2019Q3,Louisiana,96.166771
2019-07-01,2019,3,2019Q3,Maine,6.6854
2019-07-01,2019,3,2019Q3,Maryland,49.802787
2019-07-01,2019,3,2019Q3,Massachusetts,27.966693
2019-07-01,2019,3,2019Q3,Michigan,124.467456
2019-07-01,2019,3,2019Q3,Minnesota,209.461063
2019-07-01,2019,3,2019Q3,Mississipi,37.947875
2019-07-01,2019,3,2019Q3,Misuri,77.514439
2019-07-01,2019,3,2019Q3,Montana,11.44298
2019-07-01,2019,3,2019Q3,Nebraska,53.330342
2019-07-01,2019,3,2019Q3,Nevada,111.364517
2019-07-01,2019,3,2019Q3,No Identificado,35.864574
2019-07-01,2019,3,2019Q3,Nueva Jersey,146.145022
2019-07-01,2019,3,2019Q3,Nueva York,316.145631
2019-07-01,2019,3,2019Q3,Nuevo Hampshire,8.822665
2019-07-01,2019,3,2019Q3,Nuevo Mexico,71.734088
2019-07-01,2019,3,2019Q3,Ohio,98.546191
2019-07-01,2019,3,2019Q3,Oklahoma,73.902203
2019-07-01,2019,3,2019Q3,Oregon,111.596761
2019-07-01,2019,3,2019Q3,Pensilvania,86.256454
2019-07-01,2019,3,2019Q3,Puerto Rico,2.64466
2019-07-01,2019,3,2019Q3,Rhode Island,5.297044
2019-07-01,2019,3,2019Q3,Tennessee,171.63062
2019-07-01,2019,3,2019Q3,Texas,1595.840105
2019-07-01,2019,3,2019Q3,Utah,76.927102
2019-07-01,2019,3,2019Q3,Vermont,6.69973
2019-07-01,2019,3,2019Q3,Virginia,108.627294
2019-07-01,2019,3,2019Q3,Washington,257.521377
2019-07-01,2019,3,2019Q3,"Washington, D.c.",2.791508
2019-07-01,2019,3,2019Q3,West Virginia,11.287459
2019-07-01,2019,3,2019Q3,Wisconsin,106.644842
2019-07-01,2019,3,2019Q3,Wyoming,15.857595
2019-10-01,2019,4,2019Q4,Alabama,63.364379
2019-10-01,2019,4,2019Q4,Alaska,12.449093
2019-10-01,2019,4,2019Q4,Arizona,286.131047
2019-10-01,2019,4,2019Q4,Arkansas,57.001973
2019-10-01,2019,4,2019Q4,California,2784.708832
2019-10-01,2019,4,2019Q4,Carolina Del Norte,232.701436
